Column,BRAND,REVENUE,UNITS_MOVED
2396,NOXZEMA,$25.90,10.00
892,DAILY BREAD,$25.83,7.00
816,COPENHAGEN,$25.75,5.00
3089,SIMPLY,$25.55,7.00
2414,OB,$25.17,3.00
1441,GRECIAN FORMULA,$25.17,3.00
161,ARNOLD BROWNBERRY OROWEAT,$25.13,7.00
1576,HORMEL COMPLEATS,$25.11,9.00
2794,RAINSTORM,$24.99,1.00
1382,GO CAT GO,$24.95,5.00
2572,PENTEL,$24.95,5.00
1128,EVERY OCCASION,$24.95,5.00
3099,SINGER,$24.92,8.00
1097,EMSCO,$24.90,10.00
2521,PAMPRIN,$24.65,5.00
512,BUSH BROTHERS,$24.44,16.00
1963,LIFOAM,$24.43,7.00
3306,SURE JELL,$24.34,6.00
413,BONO,$24.28,2.00
2962,SANFORD SHARPIE METALLIC,$24.27,5.00
2615,PIC,$24.24,18.00
2418,O-CEL-O,$24.01,9.00
2454,OLIVADO,$23.98,2.00
1541,HIGHLAND SLOW CRUSH,$23.98,2.00
2464,ONE SOURCE MAGAZINES,$23.98,2.00
2135,MERIDIAN,$23.98,2.00
300,BELLA MARIA,$23.97,3.00
1228,FORTNITE,$23.97,3.00
428,BOTA MINI,$23.96,4.00
2497,OUR PET'S,$23.96,4.00
521,BUZZ + BLOOM,$23.96,4.00
1346,GILLESPIES,$23.96,4.00
3445,TOASTABAGS,$23.96,4.00
2916,RUFFIN IT,$23.95,5.00
2336,NELLIE AND JOES,$23.94,6.00
2958,SAN J,$23.94,6.00
771,COLES,$23.94,6.00
3064,SHOWER TO SHOWER,$23.94,6.00
1722,JUST ADD,$23.92,8.00
1624,INSPIRED DISTRIBUTION,$23.92,8.00
2068,MAPLE GROVE FARMS,$23.92,8.00
683,CHEF SHAMY GOURMET,$23.92,8.00
1990,LOCTITE,$23.88,12.00
1740,KARMA,$23.88,12.00
2708,PROFESSIONAL,$23.86,4.00
3699,WOEBERS,$23.84,8.00
1649,JA RU,$23.82,8.00
2884,ROBINSON,$23.76,24.00
988,DOLORES,$23.50,10.00
1234,FOUR C,$23.45,5.00
3545,UNKNOWN,$23.34,6.00
197,AUTO GUARD,$23.12,8.00
523,BYRON,$22.99,1.00
3344,TAI FOONG,$22.99,1.00
2199,MITICA,$22.97,3.00
2046,MAGGI,$22.88,24.00
3180,SOUTHERN GOURMET,$22.76,4.00
1739,KANK A,$22.47,3.00
1450,GREENBONE,$22.47,3.00
3593,VIDALIA,$22.46,5.00
2062,MANGO MON,$22.45,5.00
3452,TOKYO EXPRES,$22.36,4.00
1567,HONEY STINGER,$22.35,15.00
503,BULLSEYE,$22.00,10.00
86,ALLEGRINI,$21.99,1.00
2082,MARQUES DE CACERES,$21.99,1.00
2119,MCKENZIES,$21.98,2.00
794,CONCHA Y TORO FRONTERA,$21.98,2.00
2939,SAINT ANDRE,$21.98,2.00
2791,RAINBOW,$21.98,2.00
2355,NEW SARUM,$21.98,2.00
483,BRUT,$21.98,4.00
1845,KLIP IT,$21.96,4.00
3010,SCRIPTURE,$21.95,8.00
782,COMBOS,$21.89,11.00
3016,SEA BREEZE,$21.88,4.00
1892,LA MODERNA,$21.83,37.00
3018,SEA FOAM,$21.50,2.00
2606,PETROS,$21.42,18.00
2809,READ,$21.40,14.00
785,COMMAND,$21.16,4.00
437,BR COHN,$20.99,1.00
1054,DYNAMITE,$20.99,1.00
2167,MIKES HOT HONEY,$20.98,2.00
10,2S COMPANY,$20.97,3.00
956,DEXAS,$20.97,3.00
815,COPA DI VINO,$20.93,7.00
3339,TABLE TALK,$20.89,11.00
1947,LEMONHEAD,$20.88,12.00
1303,GAMESA,$20.86,14.00
2423,ODOR EATERS,$20.75,5.00
2411,O-CEL-O,$20.72,8.00
750,CLOUD 10,$20.72,8.00
3746,ZAND,$20.58,2.00
2289,NAIR,$20.55,3.00
3208,ST JOSEPH,$20.54,6.00
3279,SULFUR 8,$20.49,3.00
3474,TOWNLEY,$20.46,4.00
3,123,$20.34,6.00
57,AIM,$20.23,17.00
1284,FUNGI CURE,$20.18,2.00
3649,WENTE,$19.99,1.00
829,COSENTINO CIGAR,$19.99,1.00
2144,MIA DOLCEA,$19.99,1.00
716,CIGAR ZIN,$19.99,1.00
1456,GROVE,$19.99,1.00
3155,SOKOL BLOSSER,$19.99,1.00
2285,MY TOWN,$19.99,1.00
3048,SEVEN FALLS,$19.99,1.00
1494,HARDYWOOD,$19.98,2.00
3106,SKI QUEEN,$19.98,2.00
3407,THE PETTING ZOO,$19.98,2.00
136,APETINA,$19.98,2.00
2457,OMISSION,$19.98,2.00
3587,VICKYS,$19.96,4.00
3100,SINK FRESH,$19.96,4.00
1151,FAMOUS,$19.96,4.00
1406,GOOD BEAN,$19.96,4.00
2665,PORK N PECKER,$19.95,5.00
283,BEATBOX,$19.95,5.00
1355,GILLETTE SENSOR 3,$19.58,2.00
2758,PURPOSE,$19.57,3.00
2772,QUANTUM,$19.45,3.00
1966,LIL CRITTERS,$19.33,3.00
2960,SANDT INC,$19.16,4.00
30,A&H,$19.16,4.00
3244,STICKY FINGERS SMOKEHOUSE,$19.14,6.00
101,AMBI,$19.05,3.00
2691,PRESERVISION,$18.99,1.00
1599,HUTZLER,$18.97,3.00
1269,FROMAGE AMI,$18.97,3.00
2028,LUCKY SUPER SOFT,$18.97,19.00
645,CERTO,$18.89,3.00
2570,PENNY PRESS,$18.76,4.00
2878,RITZ BITS,$18.75,15.00
2977,SAUERS,$18.74,6.00
3031,SEBASTIAN RE SHAPER,$18.59,1.00
2616,PIC KATCH EM,$18.41,19.00
1695,JOHNNYS,$18.35,5.00
3427,TICONDEROGA,$18.28,4.00
3714,WRIGLEY'S EXTRA,$18.24,6.00
3265,STYE,$18.04,2.00
337,BIORE,$18.00,2.00
353,BLACK STALLION,$17.99,1.00
1870,KRIS,$17.99,1.00
2353,NEW HOLLAND,$17.99,1.00
2635,PLACIDO,$17.99,1.00
269,BATTLE AXE,$17.99,1.00
405,BON & VIV,$17.98,2.00
2460,ONCE AGAIN NUT BUTTER,$17.98,2.00
863,CROOKS AND MARKER,$17.98,2.00
2306,NATURADE,$17.98,2.00
1190,FISH EYE,$17.98,2.00
3393,THE DEVON CREAM COMPANY,$17.98,2.00
1928,LAZZARIS,$17.98,2.00
1120,ETHICAL,$17.97,3.00
606,CASABELLA,$17.97,3.00
2261,MT PERRY FOODS,$17.97,3.00
1618,IN STYLE,$17.97,3.00
2267,MULTIPET,$17.97,3.00
3738,YOUNGS DOUBLE CHOCOLATE STOUT,$17.96,4.00
378,BLUE RIBBON,$17.91,9.00
1716,JUICY DROP,$17.90,10.00
1396,GOLDEN DIPT,$17.70,6.00
3600,VINEYARD'S,$17.56,4.00
1404,GOO GONE,$17.53,3.00
162,ARNOLD PALMER,$17.50,7.00
31,A&W,$17.44,16.00
1180,FILL 'N BREW,$17.37,3.00
2828,RED ROCK,$16.99,1.00
3599,VINA VENTISQUERO,$16.99,1.00
2020,LUBANZI,$16.99,1.00
318,BESIEGED,$16.99,1.00
2163,MIGHTY SWELL,$16.99,1.00
116,ANDALOU NATURALS,$16.98,2.00
159,ARMOUR TREET,$16.73,7.00
2155,MICKEYS,$16.47,3.00
3162,SOME KIND OF WONDERFUL,$16.47,3.00
3286,SUN PUFFS,$16.45,5.00
572,CAPRI,$16.38,2.00
2333,NEHI,$16.35,15.00
2105,MATCHA LOVE,$16.17,3.00
2342,NESTLE JUICY JUICE,$16.14,6.00
3367,TEA TREE THERAPY,$16.10,2.00
1429,GRAFFIGNA,$15.99,1.00
1400,GOLDEN ROAD,$15.99,1.00
372,BLUE EMU,$15.99,1.00
1100,ENERC,$15.99,1.00
3332,SWISSCO,$15.98,2.00
2621,PIKMI POPS,$15.98,2.00
772,COLES SALMON,$15.98,2.00
2734,PURELY ME,$15.96,4.00
1020,DREWS ALL NATURAL,$15.96,4.00
121,ANDY BOY,$15.96,4.00
1434,GRANDPAS,$15.96,4.00
92,ALMONDINA,$15.96,4.00
3380,TEXAS PETE,$15.95,5.00
3463,TOP RAMEN,$15.92,8.00
361,BLINK,$15.84,2.00
3744,ZADITOR,$15.79,1.00
2659,POP ICE,$15.77,3.00
795,CONCORD,$15.76,8.00
2775,QUEEN HELENE,$15.76,4.00
2538,PARTNERS,$15.57,3.00
749,CLOUD 10,$15.54,6.00
608,CASCADE PLATINUM,$15.48,2.00
1436,GREASED LIGHTNING,$15.48,4.00
1890,LA MARTINQUE,$15.17,3.00
499,BUDWEISER CLAMATO,$15.00,5.00
2212,MONKEY BAY,$14.99,1.00
3070,SIERRA SAGE,$14.99,1.00
233,BAND OF ROSES,$14.99,1.00
1727,K VINTNERS,$14.99,1.00
1193,FIT AND FRESH,$14.99,1.00
2571,PENRAY,$14.99,1.00
935,DELICATO,$14.99,1.00
1726,JW,$14.98,2.00
2531,PARKER AND BAILEY,$14.97,3.00
1509,HEARST,$14.97,3.00
2160,MIGHTY BEANZ,$14.97,3.00
2183,MINUTE MAID JUICES TO GO,$14.97,3.00
54,AFTA,$14.95,5.00
3177,SOUTHERN BREEZE,$14.95,5.00
1435,GRAVY MASTER,$14.94,6.00
1598,HURST HAM BEENS,$14.94,6.00
1448,GREEN TEA FAT BURNER,$14.94,2.00
1353,GILLETTE SATIN CARE,$14.91,5.00
1817,KIDS RELIEF,$14.88,2.00
978,DIUREX,$14.76,4.00
1414,GOOD SENSE,$14.75,5.00
153,ARM & HAMMER,$14.59,1.00
3258,STRIDEX,$14.57,3.00
142,AQUA VELVA,$14.55,3.00
2905,ROSELLIS,$14.36,4.00
861,CRISTAR,$13.98,2.00
1176,FIELD ROAST,$13.98,2.00
943,DENTAL,$13.98,2.00
522,BUZZ AND BLOOM,$13.97,3.00
106,AMORE,$13.87,3.00
2394,NOURITRESS,$13.69,1.00
3083,SIMONIZ,$13.65,3.00
3441,TING,$13.63,3.00
272,BAUSCH AND LOMB,$13.55,1.00
507,BUNKER HILL,$13.52,8.00
2961,SANFORD SHARPIE,$13.45,5.00
1029,DUCK,$13.45,5.00
2652,POLYSPORIN,$13.38,2.00
600,CARTAMUNDI,$13.16,4.00
2452,OLE,$13.15,5.00
2373,NISSIN CHOW MEIN,$13.09,11.00
1497,HARRIS FARMERS ALMANAC,$13.00,2.00
975,DISENO,$12.99,1.00
3438,TIME INCORPORATED,$12.99,1.00
777,COLOR OOPS,$12.99,1.00
3397,THE FLAVORS OF ERNEST HEMMINGWAY,$12.98,2.00
2052,MAHOGANY,$12.97,3.00
2592,PERSONAL CARE,$12.91,13.00
2515,PALMER,$12.84,2.00
2716,PSSSSST!,$12.78,2.00
993,DONS CHUCK WAGON,$12.75,5.00
610,CASHCO DIST INC,$12.72,8.00
419,BORDEN,$12.72,8.00
2704,PRO2SNAX,$12.50,5.00
1724,JUST THE CHEESE,$12.45,5.00
2990,SCHIFF DIGESTIVE ADVANTAGE,$12.19,1.00
277,BEAK & SKIFF,$11.99,1.00
381,BLUFELD,$11.99,1.00
3635,WASHER FRESH,$11.98,2.00
2196,MISTY SLIMS ULTRA LIGHTS,$11.98,2.00
459,BRIDGFORD SWEET BABY RAYS,$11.98,2.00
1794,KENNEDY INTERNATIONAL,$11.98,2.00
511,BUSCH NA,$11.98,2.00
2645,POCKET PUB,$11.98,2.00
976,DISHFISH,$11.97,3.00
1375,GLOMAX,$11.97,3.00
1715,JUANITAS,$11.97,3.00
1106,ENOZ,$11.97,3.00
1580,HOSTESS DING DONGS,$11.97,3.00
3138,SMOKY MOUNTAIN,$11.96,4.00
3767,ZURI,$11.87,3.00
1888,LA LOOKS,$11.84,4.00
2302,NATRA-BIO,$11.79,1.00
2130,MENTHOLATUM NATURAL ICE,$11.79,7.00
2463,ONE DROP,$11.78,2.00
1000,DOVES SECRET SAUCE,$11.78,2.00
1118,ESTER C,$11.75,1.00
1557,HOLLYWOOD,$11.53,3.00
1283,FUNGI CURE,$11.49,1.00
1129,EVERYDAY,$11.49,1.00
15,3M POST-IT,$11.45,5.00
1839,KITCHEN TRENDS,$11.37,3.00
214,BACK TO NATURE,$11.25,9.00
482,BRUNSWICK,$11.24,6.00
2397,NU SALT,$11.23,7.00
2369,NICE N CLEAN,$11.13,7.00
2000,LONGHORN,$11.07,3.00
1480,HAND CRAFT,$10.99,1.00
3609,VITA,$10.99,1.00
1893,LA MODERNA SURTIDO,$10.95,5.00
3516,TURTLE WAX MARVEL MYSTERY OIL,$10.78,2.00
3267,SUAVE MEN,$10.75,5.00
2841,REESE'S,$10.71,9.00
538,CALDESENE,$10.70,2.00
689,CHEX MIX,$10.68,4.00
540,CALHOUN BEND,$10.47,3.00
1643,J L KRAFT,$10.47,3.00
209,B & M,$10.47,3.00
1884,LA COLORS,$10.46,4.00
3330,SWISHER SWEETS,$10.40,10.00
1538,HIGH BREW COFFEE,$10.36,4.00
2276,MURRAY,$10.35,3.00
3747,ZANTAC,$10.09,1.00
215,BACK TO NATURE MEALS,$10.08,4.00
1795,KENS,$10.03,17.00
1968,LIME-A-RITA,$10.00,5.00
2524,PANOXYL,$9.99,1.00
2239,MOUNTAIN RIDGE,$9.99,1.00
2431,OHIO PYLE,$9.99,1.00
770,COLEMAN,$9.99,1.00
3325,SWELL RIDER,$9.99,1.00
3291,SUNDESA,$9.99,1.00
2481,ORIGINAL SIN,$9.99,1.00
1939,LEFT HAND,$9.99,1.00
817,COPPERTONE,$9.99,1.00
1348,GILLETTE ENRICH,$9.99,1.00
3175,SOUTHERN,$9.99,1.00
35,ABBYS,$9.99,1.00
1306,GARCIA Y VEGA CRYSTALS NO 100,$9.99,1.00
454,BRECKENRIDGE,$9.99,1.00
2138,MESQUITE RIDGE,$9.99,1.00
2759,PUT UPS,$9.99,1.00
819,CORE HOME,$9.98,2.00
1659,JAMMI,$9.98,2.00
3442,TN DICKINSON,$9.98,2.00
1563,HONEST,$9.98,2.00
1694,JOHNNY HARRIS,$9.98,2.00
2422,ODOR ABSORBER,$9.98,2.00
102,AMERICAN BAG COMPANY,$9.96,4.00
1621,INGRAM BOOK COMPANY,$9.95,1.00
2985,SCENTED LIVING,$9.87,3.00
2731,PURE SILK,$9.84,4.00
1313,GARLIQUE,$9.79,1.00
2465,OPI,$9.79,1.00
1359,GILLETTE,$9.75,1.00
1559,HOME HEALTH,$9.70,2.00
3087,SIMPLE WAVE,$9.58,2.00
1031,DUCK TAPE,$9.57,3.00
2910,ROUGETTE BON FIRE,$9.49,1.00
2760,PYRAMID,$9.38,2.00
2208,MONDO,$9.30,6.00
831,COTTON BUDS,$9.03,7.00
2609,PHAZYME,$8.99,1.00
1194,FIT & FRESH,$8.99,1.00
406,BON AND VIV,$8.99,1.00
951,DESERT ESSENCE,$8.99,1.00
3684,WILD LEAF,$8.99,1.00
3592,VIDAL SASSOON,$8.99,1.00
1050,DUTCH KETTLE,$8.98,2.00
2996,SCHROEDER & TREMAYNE,$8.98,2.00
1060,EARTHWISE,$8.98,2.00
304,BELLA VITA,$8.97,3.00
3578,VERDE VALLE,$8.97,3.00
3761,ZIGGY,$8.97,3.00
2204,MOJO NATURALS,$8.94,6.00
1273,FRUIT OF THE EARTH,$8.94,6.00
2129,MENTHOLATUM,$8.93,3.00
1505,HEALTH A2Z,$8.91,9.00
1314,GARNIER,$8.89,1.00
2867,RID,$8.79,1.00
979,DIVA BY CINDY,$8.79,1.00
232,BANANA BOAT,$8.76,4.00
3700,WOLFFS,$8.74,2.00
2374,NISSIN TOP RAMEN,$8.58,22.00
55,AGROMONTE,$8.58,2.00
3563,VALBRESO,$8.49,1.00
1044,DURACELL COPPERTOP,$8.38,2.00
1364,GIOVANNIS,$8.37,3.00
2573,PENTEL RSVP,$8.37,3.00
3496,TRUE,$8.09,1.00
470,BROADWAY NAILS,$7.99,1.00
3296,SUNNY ISLE,$7.99,1.00
3017,SEA CUISINE,$7.99,1.00
517,BUTCHERS BONES,$7.99,1.00
3096,SIMPLY SHAKE,$7.99,1.00
889,D-CON,$7.99,1.00
3756,ZEST TEA,$7.99,1.00
371,BLUE DROPS,$7.98,2.00
1051,DUTCH MASTER,$7.98,2.00
2506,PABST BLUE RIBBON EASY,$7.98,2.00
489,BUCKHEAD VALLEY FARMS,$7.98,2.00
2528,PAQUI,$7.98,2.00
1199,FLAVOR ICE,$7.96,4.00
887,CYBERPOWER,$7.74,6.00
3333,SWISSCO LLC,$7.58,2.00
3200,SPOT CLEAN,$7.58,2.00
2381,NOBRAND,$7.56,4.00
213,BACITRAYCIN PLUS,$7.49,1.00
3443,TN DICKINSON,$7.49,1.00
394,BODY FANTASIES,$7.47,3.00
3005,SCOTCH BRITE,$7.47,3.00
3430,TIGER BALM,$7.39,1.00
3044,SENSITIVE EYES,$7.39,1.00
266,BASIC ULTRA LIGHTS,$7.19,1.00
2103,MATADOR,$6.99,1.00
894,DAIM,$6.99,1.00
2882,ROBERT MONDAVI PRIVATE SELECTION,$6.99,1.00
1523,HERBAN COWBOY,$6.99,1.00
3183,SOUTHERN PRIDE,$6.99,1.00
2556,PEANUT BUTTER AMERICANO,$6.99,1.00
1636,ITEMS 4 U,$6.99,1.00
3037,SEHL PRODUCTIONS,$6.98,2.00
977,DISPOSER CARE,$6.98,2.00
1528,HERSHEY S,$6.95,5.00
2399,NUK,$6.59,1.00
1510,HEARTHSTONE,$6.58,2.00
237,BANNER,$6.57,3.00
2100,MASON,$6.49,1.00
3711,WOWBUTTER,$6.39,1.00
885,CUTTER,$6.29,1.00
3101,SIR KENSINGTONS,$6.29,1.00
1736,KAMEL,$6.19,1.00
3369,TECATE,$6.00,2.00
1158,FARMHOUSE CULTURE,$5.99,1.00
2366,NEXT WAVE OF BANTRY,$5.99,1.00
3622,Vintage Bee,$5.99,1.00
2711,PROGRESSIVE,$5.99,1.00
1277,FULL CIRCLE HOME,$5.99,1.00
2995,SCHOLASTIC,$5.99,1.00
186,AUNT JACKIES,$5.99,1.00
3108,SKIN MILK,$5.99,1.00
1834,KISS NAIL PRODUCTS,$5.99,1.00
3123,SMA,$5.99,1.00
3698,WISHNATZKI FARMS,$5.99,1.00
1699,JOIE,$5.99,1.00
216,BACKPACKER,$5.99,1.00
52,AFRICAN ROYALE,$5.99,1.00
3523,TWISTED SISTA,$5.99,1.00
1064,EASY-PACK,$5.99,1.00
2121,MEDI AID,$5.99,1.00
100,ALWAYS OFF,$5.99,1.00
1656,JAMAICAN MANGO & LIME,$5.99,1.00
787,COMPAC,$5.98,2.00
1897,LA PREFERIDA,$5.96,4.00
108,AMPRO CLEAR ICE,$5.93,3.00
2407,O-CEL-O,$5.64,2.00
1459,GSC,$5.59,1.00
3261,STUBB'S,$5.57,3.00
888,D GARI,$5.56,4.00
1141,FABER-CASTELL,$5.55,1.00
2070,MAPLE VIEW FARM,$5.49,1.00
1719,JULIES ORGANIC,$5.49,1.00
835,COUNTRY SNACKS,$5.45,5.00
575,CAPTAIN BLACK,$5.39,1.00
22,7TH HEAVEN,$5.29,3.00
643,CERAMA BRYTE,$5.19,1.00
3481,TREE OF LIFE,$5.18,2.00
3507,TRUTH BAR,$5.08,2.00
203,AVITAE,$5.07,3.00
506,BUMP STOPPER,$4.99,1.00
2242,MR BAR B Q,$4.99,1.00
217,BACKWOODS,$4.99,1.00
3284,SUN IN,$4.99,1.00
2496,OUR PET'S,$4.99,1.00
1532,HEUCK,$4.99,1.00
2613,PHISODERM,$4.99,1.00
463,BRIGHTEN UP,$4.99,1.00
1818,KIKKERLAND,$4.99,1.00
2883,ROBINSON,$4.99,1.00
539,CALGON,$4.85,1.00
1687,JOELSON,$4.79,1.00
1570,HOOFMAKER,$4.79,1.00
807,COOKS KITCHEN,$4.65,3.00
421,BORN SWEET ZING,$4.59,1.00
1052,DUTCH MASTER,$4.58,2.00
3153,SOFTEE,$4.58,2.00
1825,KING COBRA,$4.50,2.00
2673,NUTTER BUTTER,$4.49,1.00
3594,VIENNA,$4.49,1.00
468,BRND UNKN INSIG,$4.49,1.00
1378,GLOVE CRAFTER,$4.49,1.00
1634,ITASCA,$4.47,3.00
2313,NATURE,$4.39,1.00
2666,POST CHIPS AHOY,$4.39,1.00
775,COLLEGIATE,$4.38,2.00
1040,DUNKIN,$4.38,2.00
2287,MZB PERSONAL CARE,$4.29,1.00
3715,WRIGLEYS,$4.05,3.00
3043,SENSIBLE PORTIONS,$3.99,1.00
51,AFRICAN PRIDE,$3.99,1.00
319,BEST BRANDS,$3.99,1.00
1609,ICY COOLS INC,$3.99,1.00
1142,FABRWARE,$3.99,1.00
1305,GARBAGE BANDZ,$3.99,1.00
2401,NUT HARVEST,$3.98,2.00
946,DEP,$3.98,2.00
2951,SAM DILLARD,$3.95,1.00
3467,TORIE AND HOWARD,$3.79,1.00
1911,LANARD,$3.79,1.00
1139,EZY DOSE,$3.79,1.00
273,BAYCLIFF,$3.65,1.00
1553,HODGSON MILL,$3.65,1.00
3727,YES TO CUCUMBERS,$3.59,1.00
2845,REGENT PRODUCTS,$3.57,3.00
1386,GOBSTOPPER,$3.50,2.00
630,CELEBRATION STATION,$3.49,1.00
466,BRITE CONCEP,$3.49,1.00
784,COMFORT PETS,$3.49,1.00
2282,MY GOURMET,$3.49,1.00
1260,FRESH2O,$3.49,1.00
2912,ROYAL CROWN,$3.29,1.00
1998,LONDON PUB,$3.29,1.00
3355,TAPATIA,$3.18,2.00
1143,FABULOSO,$3.09,1.00
2981,SAVORY COLLECTION,$3.00,3.00
1304,GAMESA ARCOIRIS,$2.99,1.00
2047,MAGIC GROW,$2.99,1.00
734,CLEAN CONCEPT,$2.99,1.00
268,BATH ESSENTIALS,$2.99,1.00
2527,PAPER MATE,$2.89,1.00
1859,KOOL AID TWISTS,$2.75,11.00
798,CONSERVAS LA COSTENA S A,$2.29,1.00
109,AMPRO PRO STYLE,$1.99,1.00
2281,MY FAIR BABY,$1.98,2.00
1895,LA MORENA,$1.89,1.00
2054,MAIZENA,$1.79,1.00
2214,MONTAGNE JEUNESSE,$1.75,1.00
2983,SAZON GOYA,$1.59,1.00
3621,VOSS,$1.59,1.00
2203,MOJO,$1.49,1.00
1085,EL PATO,$1.45,1.00
2717,PUDDLE WINKS,$1.00,0.00
726,CLARISSE,$1.00,1.00
1329,GENERAL MILLS CHEX MIX,$0.00,0.00
3257,STREITS,$0.00,0.00
1639,ITÃƒÂ‚Ã‚Â’S A 10,$0.00,0.00
1345,GIFT CARD,"$-1,275.00",-54.00
1344,GIFT CARD,"$-190,562.33","-2,244.00"
